ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,REGION,AREA,CITY,COUNTRY,POSTAL_CODE,CUSTOMER_NUMBER,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY,CONTRIBUTION_MARGIN,CONTRIBUTION_MARGIN_PCT
.1~1913,1913,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,540,4,02,Bavaria,South,INGOLSTADT,Germany,85046,80121,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,543,543,ST,4.38,2378.34,754.77,EUR,1623.57000,0.68
.1~1912,1912,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,548,2,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,441,441,ST,4.38,1931.58,612.99,EUR,1318.59000,0.68
.1~1911,1911,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,547,1,02,Nrth Rhine Westfalia,West,PADERBORN,Germany,33100,80159,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,462,462,ST,4.38,2023.56,642.18,EUR,1381.38000,0.68
.1~1910,1910,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,543,1,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,478,478,ST,4.38,2093.64,664.42,EUR,1429.22000,0.68
.1~1909,1909,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,546,3,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,415,415,ST,4.38,1817.70,576.85,EUR,1240.85000,0.68
.1~1908,1908,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,543,3,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,483,483,ST,4.38,2115.54,671.37,EUR,1444.17000,0.68
.1~1907,1907,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,544,3,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,436,436,ST,4.38,1909.68,606.04,EUR,1303.64000,0.68
.1~1883,1883,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,531,2,02,Hessen,South,WIESBADEN,Germany,65183,80140,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,458,458,ST,4.38,2006.04,636.62,EUR,1369.42000,0.68
.1~1882,1882,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,535,4,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,520,520,ST,4.38,2277.60,722.80,EUR,1554.80000,0.68
.1~1881,1881,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,537,3,02,Nrth Rhine Westfalia,West,BRÜHL,Germany,50321,80149,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,468,468,ST,4.38,2049.84,650.52,EUR,1399.32000,0.68
.1~1856,1856,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,527,3,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,479,479,ST,4.38,2098.02,665.81,EUR,1432.21000,0.68
.1~1855,1855,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,527,2,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,447,447,ST,4.38,1957.86,621.33,EUR,1336.53000,0.68
.1~1854,1854,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,527,1,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,542,542,ST,4.38,2373.96,753.38,EUR,1620.58000,0.68
.1~1853,1853,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,528,1,02,Nrth Rhine Westfalia,West,VELBERT,Germany,42551,80161,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,539,539,ST,4.38,2360.82,749.21,EUR,1611.61000,0.68
.1~1852,1852,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,529,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40213,80152,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,424,424,ST,4.38,1857.12,589.36,EUR,1267.76000,0.68
.1~1851,1851,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,522,3,02,Bavaria,South,INGOLSTADT,Germany,85055,80120,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,498,498,ST,4.38,2181.24,692.22,EUR,1489.02000,0.68
.1~1485,1485,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,355,3,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,487,487,ST,4.38,2133.06,676.93,EUR,1456.13000,0.68
.1~1484,1484,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,355,4,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,518,518,ST,4.38,2268.84,720.02,EUR,1548.82000,0.68
.1~1483,1483,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,356,2,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,462,462,ST,4.38,2023.56,642.18,EUR,1381.38000,0.68
.1~1482,1482,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,356,1,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,496,496,ST,4.38,2172.48,689.44,EUR,1483.04000,0.68
.1~1481,1481,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,357,1,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,481,481,ST,4.38,2106.78,668.59,EUR,1438.19000,0.68
.1~1480,1480,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,357,2,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,428,428,ST,4.38,1874.64,594.92,EUR,1279.72000,0.68
.1~1479,1479,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,357,3,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,99,99,ST,4.38,433.62,137.61,EUR,296.01000,0.68
.1~1478,1478,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,352,2,02,Baden-Wurttemberg,South,MANNHEIM,Germany,68199,80117,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,541,541,ST,4.38,2369.58,751.99,EUR,1617.59000,0.68
.1~1477,1477,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,352,4,02,Baden-Wurttemberg,South,MANNHEIM,Germany,68199,80117,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,435,435,ST,4.38,1905.30,604.65,EUR,1300.65000,0.68
.1~1476,1476,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,354,3,02,Mecklenburg-Vorpomm.,North,ROSTOCK,Germany,18184,80141,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,434,434,ST,4.38,1900.92,603.26,EUR,1297.66000,0.68
.1~1475,1475,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,354,4,02,Mecklenburg-Vorpomm.,North,ROSTOCK,Germany,18184,80141,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,451,451,ST,4.38,1975.38,626.89,EUR,1348.49000,0.68
.1~1474,1474,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,353,3,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,429,429,ST,4.38,1879.02,596.31,EUR,1282.71000,0.68
.1~1473,1473,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,353,1,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,456,456,ST,4.38,1997.28,633.84,EUR,1363.44000,0.68
.1~1472,1472,ZZ,01,19,01/19,/Date(1705622400000)/,4,19,353,2,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,500,500,ST,4.38,2190.00,695.00,EUR,1495.00000,0.68
.1~1451,1451,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,350,3,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,464,464,ST,4.38,2032.32,644.96,EUR,1387.36000,0.68
.1~1450,1450,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,350,2,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,490,490,ST,4.38,2146.20,681.10,EUR,1465.10000,0.68
.1~1449,1449,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,351,1,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,435,435,ST,4.38,1905.30,604.65,EUR,1300.65000,0.68
.1~1448,1448,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,351,2,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,489,489,ST,4.38,2141.82,679.71,EUR,1462.11000,0.68
.1~1447,1447,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,351,3,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,455,455,ST,4.38,1992.90,632.45,EUR,1360.45000,0.68
.1~1446,1446,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,343,2,02,Baden-Wurttemberg,South,GUNDELFINGEN,Germany,79194,80114,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,474,474,ST,4.38,2076.12,658.86,EUR,1417.26000,0.68
.1~1445,1445,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,344,4,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,456,456,ST,4.38,1997.28,633.84,EUR,1363.44000,0.68
.1~1444,1444,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,345,2,02,Hessen,South,FULDA,Germany,36037,80137,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,496,496,ST,4.38,2172.48,689.44,EUR,1483.04000,0.68
.1~1443,1443,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,346,4,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,459,459,ST,4.38,2010.42,638.01,EUR,1372.41000,0.68
.1~1442,1442,ZZ,01,18,01/18,/Date(1705536000000)/,4,18,346,3,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,418,418,ST,4.38,1830.84,581.02,EUR,1249.82000,0.68
.1~1415,1415,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,334,2,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,488,488,ST,4.38,2137.44,678.32,EUR,1459.12000,0.68
.1~1414,1414,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,342,4,02,Nrth Rhine Westfalia,West,SIEGEN,Germany,57076,80160,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,491,491,ST,4.38,2150.58,682.49,EUR,1468.09000,0.68
.1~1413,1413,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,342,2,02,Nrth Rhine Westfalia,West,SIEGEN,Germany,57076,80160,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,473,473,ST,4.38,2071.74,657.47,EUR,1414.27000,0.68
.1~1412,1412,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,339,2,02,Nrth Rhine Westfalia,West,HÜCKELHOVEN,Germany,41836,80156,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,436,436,ST,4.38,1909.68,606.04,EUR,1303.64000,0.68
.1~1411,1411,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,339,4,02,Nrth Rhine Westfalia,West,HÜCKELHOVEN,Germany,41836,80156,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,431,431,ST,4.38,1887.78,599.09,EUR,1288.69000,0.68
.1~1379,1379,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,331,2,02,Lower Saxony,North,OLDENBURG,Germany,26129,80144,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,472,472,ST,4.38,2067.36,656.08,EUR,1411.28000,0.68
.1~1378,1378,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,330,2,02,Nrth Rhine Westfalia,West,VELBERT,Germany,42551,80161,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,448,448,ST,4.38,1962.24,622.72,EUR,1339.52000,0.68
.1~1377,1377,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,327,2,02,Baden-Wurttemberg,South,FREIBURG,Germany,79098,80113,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,534,534,ST,4.38,2338.92,742.26,EUR,1596.66000,0.68
.1~1376,1376,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,327,0,02,Baden-Wurttemberg,South,FREIBURG,Germany,79098,80113,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,532,532,ST,4.38,2330.16,739.48,EUR,1590.68000,0.68
.1~1343,1343,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,325,2,02,Nrth Rhine Westfalia,West,HERFORD,Germany,32052,80155,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,514,514,ST,4.38,2251.32,714.46,EUR,1536.86000,0.68
.1~1342,1342,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,317,3,02,Hessen,South,MAGDEBURG,Germany,39128,80138,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,504,504,ST,4.38,2207.52,700.56,EUR,1506.96000,0.68
.1~1307,1307,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,316,3,02,Nrth Rhine Westfalia,West,HÜCKELHOVEN,Germany,41836,80156,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,519,519,ST,4.38,2273.22,721.41,EUR,1551.81000,0.68
.1~1306,1306,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,316,2,02,Nrth Rhine Westfalia,West,HÜCKELHOVEN,Germany,41836,80156,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,523,523,ST,4.38,2290.74,726.97,EUR,1563.77000,0.68
.1~1305,1305,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,315,2,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,417,417,ST,4.38,1826.46,579.63,EUR,1246.83000,0.68
.1~1304,1304,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,309,1,02,Bavaria,South,MÜNCHEN,Germany,80804,80122,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,485,485,ST,4.38,2124.30,674.15,EUR,1450.15000,0.68
.1~1303,1303,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,309,2,02,Bavaria,South,MÜNCHEN,Germany,80804,80122,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,540,540,ST,4.38,2365.20,750.60,EUR,1614.60000,0.68
.1~1271,1271,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,307,4,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,505,505,ST,4.38,2211.90,701.95,EUR,1509.95000,0.68
.1~1270,1270,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,299,4,02,Bavaria,South,INGOLSTADT,Germany,85046,80121,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,491,491,ST,4.38,2150.58,682.49,EUR,1468.09000,0.68
.1~1269,1269,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,305,2,02,Lower Saxony,North,UELZEN,Germany,29525,80146,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,425,425,ST,4.38,1861.50,590.75,EUR,1270.75000,0.68
.1~1235,1235,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,290,4,02,Hessen,South,WIESBADEN,Germany,65183,80140,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,468,468,ST,4.38,2049.84,650.52,EUR,1399.32000,0.68
.1~1234,1234,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,293,3,02,Berlin,North,WALTERSDORF,Germany,12529,80130,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,429,429,ST,4.38,1879.02,596.31,EUR,1282.71000,0.68
.1~1233,1233,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,295,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40213,80152,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,504,504,ST,4.38,2207.52,700.56,EUR,1506.96000,0.68
.1~1232,1232,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,298,4,02,Nrth Rhine Westfalia,West,BRÜHL,Germany,50321,80149,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,499,499,ST,4.38,2185.62,693.61,EUR,1492.01000,0.68
.1~1199,1199,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,281,3,02,Bavaria,South,INGOLSTADT,Germany,85055,80120,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,470,470,ST,4.38,2058.60,653.30,EUR,1405.30000,0.68
.1~1198,1198,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,289,1,02,Nrth Rhine Westfalia,West,VELBERT,Germany,42551,80161,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,421,421,ST,4.38,1843.98,585.19,EUR,1258.79000,0.68
.1~1197,1197,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,286,4,02,Lower Saxony,North,OLDENBURG,Germany,26121,80145,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,490,490,ST,4.38,2146.20,681.10,EUR,1465.10000,0.68
.1~1196,1196,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,288,4,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,440,440,ST,4.38,1927.20,611.60,EUR,1315.60000,0.68
.1~1195,1195,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,284,1,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,475,475,ST,4.38,2080.50,660.25,EUR,1420.25000,0.68
.1~1194,1194,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,287,2,02,Lower Saxony,North,UELZEN,Germany,29525,80146,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,528,528,ST,4.38,2312.64,733.92,EUR,1578.72000,0.68
.1~1193,1193,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,285,2,02,Nrth Rhine Westfalia,West,PADERBORN,Germany,33100,80159,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,498,498,ST,4.38,2181.24,692.22,EUR,1489.02000,0.68
.1~1163,1163,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,279,4,02,Hamburg,North,BUXTEHUDE,Germany,21614,80134,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,452,452,ST,4.38,1979.76,628.28,EUR,1351.48000,0.68
.1~1162,1162,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,276,2,02,Nrth Rhine Westfalia,West,GELSENKIRCHEN,Germany,45879,80154,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,492,492,ST,4.38,2154.96,683.88,EUR,1471.08000,0.68
.1~1161,1161,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,273,1,02,Bavaria,South,NÜRNBERG-BUCH,Germany,90427,80126,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,440,440,ST,4.38,1927.20,611.60,EUR,1315.60000,0.68
.1~1160,1160,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,276,4,02,Nrth Rhine Westfalia,West,GELSENKIRCHEN,Germany,45879,80154,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,462,462,ST,4.38,2023.56,642.18,EUR,1381.38000,0.68
.1~1159,1159,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,274,4,02,Bavaria,South,REGENSBURG,Germany,93053,80127,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,503,503,ST,4.38,2203.14,699.17,EUR,1503.97000,0.68
.1~1127,1127,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,266,4,02,Bavaria,South,MÜNCHEN,Germany,80804,80122,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,420,420,ST,4.38,1839.60,583.80,EUR,1255.80000,0.68
.1~1126,1126,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,267,3,02,Baden-Wurttemberg,South,KORNTAL,Germany,70825,80116,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,542,542,ST,4.38,2373.96,753.38,EUR,1620.58000,0.68
.1~1125,1125,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,269,1,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,521,521,ST,4.38,2281.98,724.19,EUR,1557.79000,0.68
.1~1091,1091,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,188,2,02,Bavaria,South,REGENSBURG,Germany,93053,80127,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,460,460,ST,4.38,2014.80,639.40,EUR,1375.40000,0.68
.1~1090,1090,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,188,4,02,Bavaria,South,REGENSBURG,Germany,93053,80127,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,452,452,ST,4.38,1979.76,628.28,EUR,1351.48000,0.68
.1~1089,1089,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,195,4,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,470,470,ST,4.38,2058.60,653.30,EUR,1405.30000,0.68
.1~1088,1088,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,191,1,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,472,472,ST,4.38,2067.36,656.08,EUR,1411.28000,0.68
.1~1087,1087,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,260,1,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,497,497,ST,4.38,2176.86,690.83,EUR,1486.03000,0.68
.1~1086,1086,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,194,1,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,508,508,ST,4.38,2225.04,706.12,EUR,1518.92000,0.68
.1~1085,1085,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,257,2,02,Bavaria,South,REGENSBURG,Germany,93053,80127,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,433,433,ST,4.38,1896.54,601.87,EUR,1294.67000,0.68
.1~1084,1084,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,257,4,02,Bavaria,South,REGENSBURG,Germany,93053,80127,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,503,503,ST,4.38,2203.14,699.17,EUR,1503.97000,0.68
.1~1083,1083,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,264,4,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,539,539,ST,4.38,2360.82,749.21,EUR,1611.61000,0.68
.1~1082,1082,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,263,1,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,431,431,ST,4.38,1887.78,599.09,EUR,1288.69000,0.68
.1~1081,1081,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,192,2,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,ZZ-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,508,508,ST,4.38,2225.04,706.12,EUR,1518.92000,0.68
